state,n_days,pct_days,mean_daily_return,median_daily_return,total_return,annualized_return,volatility,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,avg_gain,avg_loss,gain_loss_ratio
0,8,0.1892147587511826,0.010772827494441584,0.0007928663689250603,0.0878672198288688,45.641768302730085,0.021090267834682794,0.40292900122553765,9.758746636532656,-0.006851624136784386,0.625,0.01915184775374814,-0.0031922062710693457,5.999564604367666
1,12,0.28382213812677387,0.046340003913110876,0.04862851384585232,0.6473556179875528,3925986.4480347876,0.09480097112635645,1.8111700102896464,9.338770701917996,-0.08396201205323305,0.75,0.08579951280940566,-0.0720385227757735,1.1910226570922964
2,26,0.6149479659413435,0.010468764336749136,0.009597009790166533,0.30913087475043777,42.87956009392863,0.010745717381143105,0.20529664230795733,18.612574175380594,-0.013733606898510525,0.8461538461538461,0.013160475235720644,-0.0043356456075941685,3.0354130449843977
3,4182,98.9120151371807,0.0016869565258310233,0.001046781450274703,90.32557481719512,0.482921564170395,0.034675067836081,0.6624662408337794,0.9294649205872811,-0.8308972672699945,0.5234337637494022,0.023437495785919308,-0.02221376811463455,1.0550887028697558
